3
M
3 3
32   -67   -82
88   -12    62
-92   -35   -20
M
20 20
9    -9    -9    -5    -2     7   -13   -15   -19     6    -5   -11     2    -2    16     2    13   -19   -18   -13
13     5   -18    -2    17    -4    17    -6    14   -18    19   -19    -4   -11     7     9    14    -4   -12    18
0    -8    10    -6    15     2     2    11    18    14   -12   -15    10   -17   -16    -8     6    18    -1    19
19     1    18   -14    15     5   -19    -8    11   -18    11     5    -4    -9   -17    11    19     4    -2   -10
14    10   -11    13    19    -3    15     9    19     6    14   -19    -9    -3   -19   -17    19    17    -6    -9
-15    10     4   -13    10    14    18     6     0     0    -2    18    -6    -2    17    -1     7    17    -2    14
17    -4    -3    13   -19     2    -1    14     2     3     7    20    17    19    -5    -4    11    10    -7    12
8   -14   -13    -4    20    13    -3     1     6    15    12    -5    -5    17    -3    16    -6     2     3    -5
-8   -19   -12    -3    -2    -7     5    -5    19   -13   -11    16    -1     4     3    -3    11    13    20    -5
14   -16   -12     1     1    14   -11     5    16   -12    10     4   -10     3   -13    18   -18   -20     9    -9
18    17    17    -3   -16   -11     8     4   -19   -15    17    13     1   -15   -19    -4    -6    10    -6   -10
7     5     0   -20    11   -15    19     1     3    13    20    -1   -12    -4     6   -10    -6   -16     3    20
3     5    12     7     9   -17   -13     9     9     9    15   -18    -8    18    -2    15   -15   -18    -5   -18
-14   -20   -13   -10     2   -14     5    -5   -14    16     0    -2     1   -11   -12     0    19   -13    -5     7
19   -11   -11     4    10    12     6   -15   -18   -14   -20    -7     0   -13   -12    -3    -3    -1    -3     0
13   -17    14    -6     7    19     5    -5     1    -3   -19    16     0    -6     8     2    -4   -20    10   -15
16   -14     0     2     4   -12    19    12   -18     5   -16    16    16     5    10   -10    11    14    -6    -2
7   -16    19    11   -17    11    -5    16     0     4    11     6     9    -3     2   -10    -3    -1     5     9
-8   -15   -13     2    -5   -19   -10    -6   -12    -8     2   -10    16    -3     1   -12     3   -14    14    18
9   -17    18    -8    -4   -15    -2   -19    -1    11     9   -11    12    -9    -4     3     6   -10   -15     1
M
50 50
16	-16	12	1	17	19	5	7	19	-13	-9	13	-13	0	0	-1	-16	10	-10	-1	6	18	14	3	10	14	-12	5	3	-5	-16	-14	-11	-16	18	-11	-3	0	6	16	-16	18	9	5	-12	20	2	16	-10	3
-18	1	-15	19	12	-17	-17	12	19	-19	12	-2	-2	-13	17	-6	-11	19	-16	16	1	4	18	7	18	-16	5	-1	4	9	-9	-10	-5	-6	2	-7	-12	-13	-4	-3	11	7	-12	-5	-16	13	-12	-5	-4	1
-17	2	13	0	0	-9	7	-17	5	11	2	10	9	1	18	12	7	8	-13	-9	8	-14	-7	-4	18	18	8	-18	5	17	-2	16	-13	15	2	-14	-17	-16	-15	-15	-12	9	-2	-8	10	-9	10	-8	-13	14
3	-13	10	-18	-19	-5	-6	3	14	-3	-18	-20	0	9	-6	12	-3	10	-13	-15	-2	19	19	-18	-7	-14	14	2	4	0	3	2	11	-15	-8	-18	-16	3	-8	0	-20	-14	14	-18	-17	13	-13	4	10	0
-18	-14	3	-16	-10	6	-14	-16	-8	-1	4	20	2	-8	2	-9	-1	3	-8	-11	-13	4	16	-16	17	9	0	-6	8	-13	-16	14	3	15	10	2	-2	-5	-18	12	-4	-17	-15	8	3	1	14	0	-18	9
-16	-18	-8	-1	-2	-16	-18	9	-5	-10	10	-17	10	4	-6	-12	9	18	5	-10	18	11	13	20	5	20	14	-19	9	-1	-16	1	-7	9	-15	7	-4	-6	-5	4	-14	-16	5	16	-9	-20	13	-10	-16	14
-4	-3	3	-13	16	-19	13	-7	-11	-5	18	-13	19	14	0	-10	-7	-16	11	-17	-19	3	6	-9	6	-1	7	6	-4	-17	-19	14	16	-13	-13	20	-10	-16	9	7	1	-5	6	9	1	10	10	15	18	-15
2	0	3	-2	17	-8	15	8	19	14	-17	1	-4	16	-16	-11	13	17	1	7	3	8	13	-18	4	-1	-15	2	-13	17	-3	-10	16	15	20	16	6	19	11	-1	2	19	10	3	19	14	9	1	3	-3
-11	-20	-12	5	5	18	-20	15	-20	15	-11	11	6	11	-9	2	13	0	7	1	20	13	-18	10	-18	4	18	-3	-19	0	-8	-15	-3	-17	-17	-14	6	-3	-16	8	8	-6	-10	18	7	-11	1	9	14	-9
-5	-10	-18	-15	-1	16	-10	-20	8	-10	10	-6	-18	-11	-5	1	-8	-7	-8	7	-13	-11	4	-6	7	18	-20	12	-4	-10	-9	6	-17	8	10	-16	5	11	17	-8	15	17	2	-6	-4	-2	16	-4	-5	15
17	-6	-11	-17	13	9	-18	-3	-5	8	7	-8	16	5	11	-8	13	14	-8	0	0	-10	20	11	19	-9	-13	-14	15	-4	6	-16	6	7	-3	-6	-19	10	7	-19	-19	-16	18	-16	-16	15	-9	9	-6	-17
-6	-19	20	-19	-5	6	-6	-6	9	-9	3	-14	16	9	-14	13	-19	-19	-5	-9	-4	4	-10	11	17	17	5	10	15	18	11	-9	14	8	-14	14	-10	15	-15	0	7	-15	18	-1	-3	-16	-16	8	-8	4
2	8	12	-17	7	5	-5	11	-15	-2	-14	16	20	-20	-4	-17	13	-11	-8	1	18	-13	-16	-19	-3	-10	-12	-1	12	6	16	-16	16	20	-18	8	9	12	10	-12	19	0	4	-13	2	0	-6	-8	-17	-6
-13	14	-18	-3	-6	-11	8	11	-17	-16	19	-9	-5	4	17	-4	0	-1	-4	17	0	7	-10	12	-7	11	7	-3	2	11	-1	-9	5	-18	19	-13	9	1	10	19	19	17	12	-10	-11	-11	-15	-17	6	-9
-6	-3	2	-2	-15	8	-2	6	3	-8	20	-6	-6	18	-10	16	-16	16	-2	10	8	9	-7	17	-15	-8	2	7	8	-15	15	16	-3	5	-11	-12	16	-10	13	11	-2	-15	-7	-20	-20	-16	4	5	17	3
14	12	-9	14	-1	-13	15	-4	16	19	-8	-18	8	-17	9	15	3	9	-11	0	-5	-14	2	18	10	-9	11	20	7	-9	-17	1	-20	-1	-5	18	2	15	4	5	-6	-14	-9	11	2	-2	-6	-1	2	-15
19	20	0	-10	-18	16	-12	-10	4	-3	-18	-12	5	-11	-8	-11	-14	15	17	16	-6	-3	-8	17	-7	-14	-9	19	12	12	7	-9	19	-8	-14	-10	-12	14	3	-5	19	-7	-3	11	15	-19	3	18	7	-15
1	-3	3	14	2	-18	-16	-15	12	17	18	1	14	17	-1	-11	17	-4	13	17	17	-11	8	15	-19	19	-10	20	-15	10	10	-6	1	-14	3	-18	11	-19	13	16	-1	-2	10	-19	-5	-11	5	-7	17	17
16	18	-18	-5	19	-7	-11	-12	-19	5	-3	-11	18	-12	6	17	9	-16	18	-2	9	-9	-3	13	9	-17	17	1	-13	-3	-5	0	-6	18	-3	6	5	-18	19	1	-7	-20	-1	-15	13	0	9	8	3	-7
