6
M
3 3
0   -75    75
7    -2   -46
-11    71   -58
M
3 3
13   -59   -79
28    90   -72
-17   -84   -67
M
20 20
7   -49    88    54   -62    25   -98   -88    58   -49   -36    17    61   -61     4    16    -6    91   -13    43
11   -40   -56   -54   -36     9     6    96   -53    72   -10   -43   -10    98    99     6   -19     9   -13    16
36   -15    -3   -26   -19   -12   -44   -43   -10    82    50    66   -23    60    71    80   -64     8   -90   -13
-27   -76   -25    78    10   -43    89    19    14    40   -78   -62    58   -15    92     8    94   -38   -90    77
-52    -1     5    71   -90     0    81    92   -88    45   -78   -11   -27    46    36   -14   -19   -86   -82   -21
16    41   -47   -20    11    52   -21   -63    -1   -54   -46   -21     6     0   -19     9    69   -64    19   -64
73   -51   -86   -36   -45    52   -95   -61    28    15     5    65    42    62    87    42    23   -81   -52    27
-19    57   -13    22   -52    15    34   -32   -56    62    95    35    74   -29    -4   -97   -25    -7    68    25
-77   -85   -65    82   -51    50    67    87    67   -19    42   -58   -34   -85   -54    60    75   -98    71   -34
-11   -21   -95    82   -69    29    94   -22    94    98   -38   -36    30    18   -21   -71    57    83    93    61
-40   -99    91    18    91   -75   -89   -45    69   -82   -42   -73    95    82    41    -4    -7    29    -2   100
-20   -56   -14   -33    87     1   -10   -70     1   -36    70    34   -85   -61    12   -49    63  -100   -56    96
67  -100    92    71    64   -31    16   -21   -44     2    82    14    17   -14    51   -26    80   -94   -55   -75
-19   -62    52   -12    46   -82    37   -25    49   -88    28   -66   -17    50    99    32   -14   -58     7   -54
-22   -72   -99    81   -65   -70    44   -74   -53    45   -49   -70   -38   -92    92   -66   -33    -9    52   -95
-28   -46    36   -93   -28   -60    30   -13    91    11   -82    -5   -47    89     7   -44    19   -75   -30    21
-72   -65    41     6   -62    34    45   -82    24     6    68    82    52    53    93   -60    80   -98    -8   -78
-48   -72    29    43  -100   -14   -25    23    20    66    17    10    99    12   -77   -61    40    45    28   -19
-83    20    10   -64   -37    39    16   -98   -65    72    90   -93   -63   -63   -90   -35   -25   -29    83    77
-14    80   -56   -33    40   -49   -77    15   -82    58   -88   -89    56     0   -39    76    47    56   -68    10
M
20 20
-26   -69   -93    48   -53    11   -55   -12    98    91   -61    -3    92    57    61    66   -58   -70    49    95
-58    64    77    39     6    92   -30    88   -59    15   -39    28     8   -77    40    25     9    70   -48   -27
-12    25   -18    65   -90    79   -43   -99    65    70    -3    78   -94    96    74     8    41    57    38   -38
91    48   -93    66    51   -29    85    22    35   -45   -32   -60    39    70   -90    30    91   -46   -74   -76
-75    61    49   -41    20     9   -90    60   -50    24    60   -21     4   -90   -56    45   -11   -54   -75    83
-6   -87   -69   -38    71   -31    19   -53    -5    18    97    98   -88    -7    -8   -81   -83   -36   -62   -73
71    90   -71     5    98    25   -67    86   -20    93   -68   -20    78   -35    92    76   -89    66   -71   -34
-91     0    21   -35    86    59    68    53    20   -83   -53    32   -34    26    58   -97    26    64    17    79
38    51   -49    66   -18    49   -66    65    60     0    40    80   -54   -54   -10   -41    59    14   -85     0
96    48   -35    62  -100   -75     0    15   -79     4   -25    99   -77    16   -33   -64    38    14    64    23
-43    66   -20    11     8    64   100    59    64   -82    95    31   -38    21   -88    85   -31   -43    45    17
-73   -69   -19   -47   -58   -95   -29   -34    68    81    94   -78   -54    20    48   -86    89    40    85    40
37    -9   -23    36   -56   -17   -91   -55   -29    77    29   -93    30   -10     1    16     4    59    -1   -94
82    24    22   -53   -35    46   -57   -38   -14   -12    72    24   -87   -93   -60    27    91   -12    31     6
22    86   -67    -9   -81    56   -20    17    14    56   -20    13   -45     3   -15    30   -85   -11    78   -94
80    67   -62   -23    50   -27   -33    66    40   -70    26    92   -44   -18   -66    73   -59    -7     8    65
-61    79   -81     8    50    49   -54   -42    48    24    97    49    76   -78    50   -89    55   -44   -44   -32
51    17   -35    98     9    78    87   -19    52   -48    12    33   -11    -8   -26    63    83    35    95    69
-31    17    54    51   -32   -51    37    72   -22   -11    87     5    51   -10    88     6    57    81   -93   -51
-16    71   -53    96    66   -74    92    23   -14    69    44   -48    21    10   -97    39   -41    82   -35    16
M
50 50
88	18	-57	-51	17	-83	-29	28	-8	73	40	98	73	25	-37	22	-51	20	74	15	63	99	64	1	-24	-32	-42	77	68	-60	-15	3	42	42	-97	-57	-23	-81	-31	-27	-1	70	90	77	0	-79	95	-34	53	-1
-90	-59	4	-38	-65	-44	19	-31	65	-88	14	85	-51	83	-85	-59	87	21	45	73	59	30	96	-39	-47	-60	-83	-6	36	25	21	81	-70	89	-25	58	81	-7	24	-27	-67	53	-97	-58	65	59	45	51	15	-70
-89	27	98	-18	46	-11	17	-57	98	-8	26	13	67	33	70	4	72	3	34	-60	-6	41	72	58	-52	1	16	-68	-17	-95	-86	-56	32	-65	-66	-71	93	18	-9	-70	-35	61	-77	-74	-48	57	-70	67	26	-54
-96	60	-2	42	7	18	34	57	5	44	76	-14	63	-22	-71	-89	-21	-98	-64	34	-38	86	-83	-53	25	90	-69	62	29	-36	85	75	27	-51	8	-2	26	-63	-98	-70	-41	27	-98	4	-91	6	-70	-49	-44	32
36	0	39	-71	-49	76	30	45	85	-32	32	-32	26	48	-26	72	-4	38	10	80	38	38	-32	-53	5	-21	-85	-5	-57	7	28	-83	-54	28	-80	-97	-74	22	20	-30	12	42	-57	81	-51	-49	41	7	68	13
20	30	-18	74	83	-6	-13	-44	48	-20	75	44	-100	64	24	-11	13	89	92	-60	97	14	-53	-7	-17	17	16	-77	23	-35	-79	-7	-64	62	-92	-63	24	-90	20	-33	-87	38	-98	-19	32	-86	-24	-13	-15	-42
-77	59	-93	-83	52	-13	-72	16	13	5	-6	-97	-24	20	100	10	-2	75	19	-40	54	-24	-36	24	-56	21	-43	75	35	20	40	-96	-67	71	87	-3	-23	15	30	57	-86	-36	28	-57	-34	25	-85	-68	26	24
59	-53	-41	-8	77	49	50	-16	94	79	-72	-25	81	-83	3	13	-46	-77	62	-1	66	27	97	23	72	43	-28	27	20	-28	-21	62	-70	-20	94	68	98	68	-31	-3	-67	6	3	-84	32	-95	-18	20	67	43
24	20	60	-94	-86	-6	-52	-82	65	56	-86	85	36	84	98	36	98	-29	97	78	41	-27	10	-75	72	-20	45	-81	-31	-73	-83	-64	-59	-77	-28	-72	-43	0	-1	-7	89	75	-51	87	-97	-88	-71	87	-46	-44
-86	-78	-31	51	-63	72	30	-95	92	-86	43	9	-24	-89	-55	-26	-63	-52	77	0	19	-18	50	-75	-43	72	72	82	-27	83	-57	-67	91	-84	29	46	41	-12	40	-74	62	-89	-61	21	44	-74	60	-78	-20	-18
-86	3	-83	40	47	-7	71	-2	29	-44	-38	-5	26	5	-20	-84	72	12	-57	-45	51	-26	68	-43	23	84	-30	-93	-66	28	-50	-64	-97	-28	-86	38	7	-70	78	77	42	0	-82	-25	-22	-10	86	80	11	-28
-73	68	2	-57	39	0	-83	-44	-24	-24	34	-1	-51	-76	39	-9	-93	23	-93	7	-1	-6	-67	47	56	50	92	-92	59	32	-55	38	92	66	-58	-93	-61	-94	-89	35	94	-13	-26	33	-93	34	-99	10	-11	56
58	84	-27	36	55	-3	94	-32	-5	73	30	-38	14	-24	-87	-90	-34	-40	-10	15	73	1	81	-18	91	-43	91	98	-1	35	41	-57	-95	-57	-92	-2	38	51	-80	67	100	81	-98	58	-19	71	30	-15	-82	-73
-82	0	48	11	0	-54	-94	-43	82	-16	6	90	96	63	50	48	50	60	-97	-17	-86	82	-79	66	84	59	-59	37	-29	49	51	-40	94	58	-6	94	-90	59	30	31	97	26	21	-33	43	0	36	-70	49	80
-52	-44	5	70	-15	-83	67	-66	-97	-52	43	96	70	-51	-16	-92	29	59	-5	-97	94	-59	49	87	-23	-71	54	-25	55	68	9	54	-40	31	-70	-78	-63	-41	53	97	-70	97	-4	39	84	-90	-49	-50	-93	-42
-51	31	61	12	22	-87	67	-20	-69	20	1	3	-43	77	62	91	-66	56	90	41	-80	-32	46	-20	-67	1	23	1	-53	3	11	0	5	-95	98	49	-91	-77	98	96	92	17	-38	-59	97	-37	69	-11	-14	0
-79	83	63	80	71	78	-90	40	-6	-4	-2	99	36	43	-24	48	90	-30	-50	1	9	15	43	-90	59	22	84	53	69	-70	26	82	72	57	-15	28	77	-25	-75	-50	6	68	49	92	97	28	-41	7	-93	57
72	2	-62	-16	34	-53	9	-59	9	80	0	-9	-28	-24	-36	87	9	-89	-23	-24	-19	-3	-73	14	-77	41	21	-90	63	-24	97	-88	79	85	91	19	68	66	-27	25	-85	-6	68	42	79	57	-95	-29	95	35
40	95	-75	-28	5	72	89	33	-88	87	87	-15	97	-50	97	3	-50	42	-14	-87	-79	-48	-11	50	-68	-23	40	45	69	64	27	-13	-62	-2	45	0	-76	68	35	46	-38	9	-48	-67	73	-42	-81	55	4	-70
47	-61	64	-2	-40	42	-36	-11	32	64	-22	-57	-83	-49	44	-52	16	99	66	-28	45	16	2	-36	-29	46	49	40	-26	-66	20	14	32	67	16	14	-18	33	-25	0	79	-64	3	-11	60	0	60	76	82	39
30	-78	28	-49	41	75	61	-13	78	42	-77	-61	-50	53	-17	-48	83	-68	65	-53	23	76	6	-1	70	77	-23	-8	-23	-34	82	13	88	-74	8	-15	-76	92	73	70	67	27	-11	27	11	64	42	47	-23	-74
3	-41	-97	86	-24	88	20	-65	-78	49	-52	67	62	-90	-80	52	79	-77	-9	-59	57	-88	72	-56	17	-89	-50	16	72	93	14	65	95	52	41	-85	14	89	-42	-62	-100	93	-32	86	-16	19	57	-19	77	89
-35	-21	79	-7	14	-72	58	-61	-12	80	37	45	-83	37	47	99	-3	83	-24	63	13	-12	36	88	17	-72	-93	-32	-7	61	-33	-75	-78	85	-99	-42	90	-77	-73	-75	28	7	68	6	-75	7	25	21	-49	77
32	-16	3	-49	78	-21	60	23	-44	-87	68	6	6	24	27	-29	-11	-4	85	-21	62	-83	61	-4	85	73	-6	-66	14	-56	91	-40	-64	67	57	12	-49	30	35	-99	61	-4	96	25	31	-34	65	28	82	3
-76	-38	9	-14	69	96	-90	-46	97	-33	94	66	60	49	-85	51	-38	70	48	-89	15	13	6	8	15	-16	29	-20	39	100	-12	-100	49	-48	85	27	98	-4	-59	-69	-51	59	25	36	73	-18	-93	-75	79	36
-70	39	21	41	80	29	-43	12	22	-99	-57	2	48	95	-76	-78	-89	62	48	-25	89	8	91	-56	-98	-18	-44	84	92	-87	20	90	-90	-57	-98	86	-30	-87	74	7	-87	-81	-64	85	-45	59	-19	-1	-20	95
-96	-82	52	-20	88	79	31	89	-49	66	52	10	-72	-23	96	19	51	-63	89	55	74	54	-87	-81	62	92	4	-55	9	-15	44	53	-86	4	65	96	-58	80	50	2	-47	76	-75	-69	68	-31	-50	-38	25	-75
93	-20	71	-64	63	-4	-2	43	-73	1	17	-57	-12	-48	-1	-14	-74	-51	2	-67	2	-53	8	-88	22	50	-51	-28	27	-19	36	50	-2	-21	53	-81	33	-1	-16	-23	-79	-99	16	-19	-86	-7	-4	16	14	50
94	-41	-23	71	-100	-97	95	36	9	-27	-19	18	-30	75	-96	46	-29	-89	58	82	58	17	-44	64	-4	96	-40	-35	14	-20	-57	-72	70	-4	99	32	95	54	-100	-38	-3	2	-34	-38	-24	-26	76	89	79	65
-75	-39	-83	17	-99	25	50	92	66	-55	2	-71	-4	61	-89	-48	-21	22	-10	-36	-5	-8	-4	54	-46	-53	30	-83	85	-78	-84	-30	99	99	-54	21	25	-88	-70	-99	-16	36	-46	39	-46	36	-44	-15	-57	56
-7	-79	47	-25	-83	-54	14	55	67	7	-1	-90	17	-8	-72	-81	77	55	70	-34	66	72	37	-61	-48	-81	78	3	73	-15	-45	-70	-99	21	84	-5	-87	-48	-45	63	-24	13	10	78	-69	14	20	-93	-99	-62
31	19	-34	-56	-48	5	-40	22	67	-42	30	37	-71	-82	79	-10	-96	2	-22	-59	-36	32	-58	79	-4	-23	72	67	-66	23	74	-1	9	89	28	-29	-25	30	74	28	77	-4	-64	-2	26	30	-95	86	76	-14
-42	-43	68	-56	-95	45	-49	90	-59	-86	49	22	81	13	-7	28	69	-94	48	53	95	-29	22	37	-55	0	-58	81	-64	98	12	62	72	-2	-79	-5	-67	-73	20	-10	-16	-36	36	61	-37	-2	-69	85	-53	-97
